inchikey	chembl_id	task_target	family	dose	rho	q	tier	pchembl_task	n_chembl_genes	smiles
GPQLHGCIAUEJQK-UHFFFAOYSA-N	CHEMBL78010	GRID2	ion_channel	58.4	0.0869155010787529	0.0	2		47	COC1=CC=C(C=C1)C2=CC(=O)C3=C(C(=C(C=C3O2)O)OC)O
OYNFLCCFMOIPDY-UHFFFAOYSA-N		GRID2	ion_channel	9.09	0.085257024144403	0.0	3		0	CC1=NN(C(=C1S(=O)(=O)NC2=CC=C(C=C2)OC3=CC=C(C=C3)Cl)Cl)C
OYVFYPVPBFPXSU-UHFFFAOYSA-N		GRID2	ion_channel	200.0	0.0836345051184702	0.0	3		0	C1=CC(=O)C=CC1=C2NC3=C(O2)C=CC(=C3)N
YZXBAPSDXZZRGB-UHFFFAOYSA-N		GRIK1	ion_channel	100.0	0.0328802535142535	0.0	3		0	CCCCCC=CCC=CCC=CCC=CCCCC(=O)O
OSZLEIRIVDPWFF-UHFFFAOYSA-N		GRIK2	ion_channel	71.43	0.0183424243560204	0.0	3		0	C=CCOC1=CC=C(C=C1)C(=O)NC2=CC=CC=C2C(=O)N3CCCCC3
OSZLEIRIVDPWFF-UHFFFAOYSA-N		GRIK3	ion_channel	71.43	0.0210909311603509	0.0	3		0	C=CCOC1=CC=C(C=C1)C(=O)NC2=CC=CC=C2C(=O)N3CCCCC3
NDTRRNHQQBSHHG-UHFFFAOYSA-N		GRIK4	ion_channel	49.47	0.0234900381179414	0.0	3		0	CC1=CC(=CC=C1)OC(C)C(=O)N2CCN(CC2)CC3=CC=CC=C3
OSZLEIRIVDPWFF-UHFFFAOYSA-N		GRIK4	ion_channel	71.43	0.02145000256288	0.0	3		0	C=CCOC1=CC=C(C=C1)C(=O)NC2=CC=CC=C2C(=O)N3CCCCC3
FZYOVNIOYYPUPY-AMSHPFMVSA-N		GRIK5	ion_channel	24.3	0.0255618383187006	0.0	3		0	CC1C=CC=C(C(=O)NC2=C(C3=C(C(=C4C(=C3C(=O)C2=CNN5CCN(CC5)C)C(=O)C(O4)(OC=CC(C(C(C(C(C(C1O)C)O)C)OC(=O)C)C)OC)C)C)O)O)C
NDTRRNHQQBSHHG-UHFFFAOYSA-N		GRIK5	ion_channel	49.47	0.0238868029411314	0.0	3		0	CC1=CC(=CC=C1)OC(C)C(=O)N2CCN(CC2)CC3=CC=CC=C3
OSZLEIRIVDPWFF-UHFFFAOYSA-N		GRIK5	ion_channel	71.43	0.0232317094092709	0.0	3		0	C=CCOC1=CC=C(C=C1)C(=O)NC2=CC=CC=C2C(=O)N3CCCCC3
ZXAKLDKYCYYMFR-UHFFFAOYSA-N		GRIK5	ion_channel	71.43	0.0202992462913628	0.0	3		0	CC1=CC(=CC=C1)OCCN2C3=CC=CC=C3N=C2C4CCCO4
LYPJVUYYJLQGMG-UHFFFAOYSA-N	CHEMBL1716713	GRIN1	ion_channel	78.1	0.0362678053123096	0.0	2		7	COC(=O)N1C2=CC=CC=C2C=CC3=CC=CC=C31
KOAZNFCSOAOVEQ-GHXNOFRVSA-N		GRIN2A	ion_channel	75.7	0.0960725025191537	0.0	3		0	CC(=NNC1=CC=C(C=C1)Cl)C(=O)C
AIYDBDAYQJBCRS-UHFFFAOYSA-M		GRIN2A	ion_channel	19.4	0.0735398068869151	0.0	3		0	CC1CCC(C(C1)OC(=O)CN2C3=CC=CC=C3[N+](=C2COC4=CC=C(C=C4)C)C)C(C)C.[Cl-]
QGXBDMJGAMFCBF-LUJOEAJASA-N	CHEMBL272195	GRIN2A	ion_channel	68.9	0.0629562287529651	0.0	2		28	CC12CCC(CC1CCC3C2CCC4(C3CCC4=O)C)O
JAMQLJVXPNHYPI-UHFFFAOYSA-N		GRIN2C	ion_channel	94.6	0.0394033439725803	0.0	3		0	CC1=C(C(C(=C(O1)N)C#N)C2=CC=CC=C2)C(=O)C
OPDBGPSIRGGXRM-UHFFFAOYSA-N		GRIN2C	ion_channel	45.19	0.0374037516444446	0.0	3		0	CC1=CC(=C(C=C1)OCCSC2=NC=NC3=C2NC=N3)C(C)C
KPJKWKUDBQQILH-UHFFFAOYSA-N	CHEMBL3186773	GRIN2C	ion_channel	2.12	0.031330307757319	0.0	2		1	C1=CC(=C(C=C1Br)[N+](=O)[O-])N2C(=O)C=CC2=O
KNMBHGSZDTURIO-UHFFFAOYSA-N		GRIN2C	ion_channel	243.0	0.0312661902226413	0.0	3		0	C=CCSC1=NC(=C2C3=C(CCCC3)SC2=N1)N
DLHRPFVERCOHRS-UHFFFAOYSA-N		GRIN2C	ion_channel	129.0	0.0309663457283689	0.0	3		0	COC1=CC=CC=C1N2C(=O)C3=C(C2=O)C(=CC=C3)N
VWOXKTBNPLGTSR-UHFFFAOYSA-N		GRIN2C	ion_channel	49.47	0.0304371250510829	0.0	3		0	CCCOC1=C(C=C(C=C1)S(=O)(=O)N(C)C)C
PMLKTYLRUUJIFE-UHFFFAOYSA-N		GRIN2C	ion_channel	14.89	0.0300073028010003	0.0	3		0	CC1=C(C(=C(C=C1)C)Cl)OCCCCN2C=CN=C2.Cl
JAMQLJVXPNHYPI-UHFFFAOYSA-N		GRIN2D	ion_channel	94.6	0.0411281727149337	0.0	3		0	CC1=C(C(C(=C(O1)N)C#N)C2=CC=CC=C2)C(=O)C
OPDBGPSIRGGXRM-UHFFFAOYSA-N		GRIN2D	ion_channel	45.19	0.0392004943817336	0.0	3		0	CC1=CC(=C(C=C1)OCCSC2=NC=NC3=C2NC=N3)C(C)C
FZYOVNIOYYPUPY-AMSHPFMVSA-N		GRIN2D	ion_channel	24.3	0.0383833395436117	0.0	3		0	CC1C=CC=C(C(=O)NC2=C(C3=C(C(=C4C(=C3C(=O)C2=CNN5CCN(CC5)C)C(=O)C(O4)(OC=CC(C(C(C(C(C(C1O)C)O)C)OC(=O)C)C)OC)C)C)O)O)C
OTHFNJOXUKOBFG-UHFFFAOYSA-N		GRIN2D	ion_channel	11.52	0.0359418841327111	0.0	3		0	CCN1CCOC(=O)C1CC(=O)NC2=CC(=C(C=C2)C)C
FNIJWCUPMHCILC-UHFFFAOYSA-N		GRIN2D	ion_channel	4.65	0.0343012660049935	0.0	3		0	C1=CC=C2C(=C1)N=C(S2)C3=CC=C(C=C3)NC=C4C=C(C=C(C4=O)Br)Cl
JJWBORSJJGVQCB-UHFFFAOYSA-N		GRIN2D	ion_channel	3.74	0.0342571305884715	0.0	3		0	C1=CC2=C(C=C1[N+](=O)[O-])N=C3C(=C(C(=O)C(=C3Cl)Cl)Cl)O2
SAZRPHSJWZLRBK-UHFFFAOYSA-N		GRIN2D	ion_channel	68.55	0.033106618313109	0.0	3		0	CCOC(=O)C1=CN=C(N=C1NC2=CC=C(C=C2)N3CCN(CC3)C)SC.Cl
YEASPBADKSMHDK-UHFFFAOYSA-N		GRIN2D	ion_channel	37.0	0.0323793272493419	0.0	3		0	C1CCN(C1)C(=O)C2=CC(=C(C=C2)S(=O)(=O)C3=CC=C(C=C3)Br)[N+](=O)[O-]
KNMBHGSZDTURIO-UHFFFAOYSA-N		GRIN2D	ion_channel	243.0	0.0310367350596396	0.0	3		0	C=CCSC1=NC(=C2C3=C(CCCC3)SC2=N1)N
KPJKWKUDBQQILH-UHFFFAOYSA-N	CHEMBL3186773	GRIN2D	ion_channel	2.12	0.0301588951693865	0.0	2		1	C1=CC(=C(C=C1Br)[N+](=O)[O-])N2C(=O)C=CC2=O
QKRYGAZNLBVXHK-UHFFFAOYSA-N		GRIN2D	ion_channel	12.96	0.0297360107032613	0.0	3		0	CC1=C2C(=C(C=C1)C(=O)OC(C)C3C(=O)NC(C(=O)N4CCCC4C(=O)N(CC(=O)N(C(C(=O)N3)C(C)C)C)C)C(C)C)N=C5C(=C(C(=O)C(=C5O2)C)N)C(=O)OC(C)C6C(=O)NC(C(=O)N7CCCC7C(=O)N(CC(=O)N(C(C(=O)N6)C(C)C)C)C)C(C)C
QXIOSDBURWNOSL-UHFFFAOYSA-N	CHEMBL2440210	GRIN3A	ion_channel	31.5	0.0314751052358881	0.0	2		1	CC1=CC(=C(C=C1)C)C2=CSC(=N2)N.Cl
JAMQLJVXPNHYPI-UHFFFAOYSA-N		GRIN3B	ion_channel	94.6	0.046843828778274	0.0	3		0	CC1=C(C(C(=C(O1)N)C#N)C2=CC=CC=C2)C(=O)C
OPDBGPSIRGGXRM-UHFFFAOYSA-N		GRIN3B	ion_channel	45.19	0.0426797910699241	0.0	3		0	CC1=CC(=C(C=C1)OCCSC2=NC=NC3=C2NC=N3)C(C)C
JJWBORSJJGVQCB-UHFFFAOYSA-N		GRIN3B	ion_channel	3.74	0.0393553380129672	0.0	3		0	C1=CC2=C(C=C1[N+](=O)[O-])N=C3C(=C(C(=O)C(=C3Cl)Cl)Cl)O2
OTHFNJOXUKOBFG-UHFFFAOYSA-N		GRIN3B	ion_channel	11.52	0.0385648047787411	0.0	3		0	CCN1CCOC(=O)C1CC(=O)NC2=CC(=C(C=C2)C)C
YGENAYHMYZWMEL-UHFFFAOYSA-N		GRIN3B	ion_channel	45.46	0.0381314030095487	0.0	3		0	CCC1CCCCN1C(=O)CCCN2C(=O)C3=CC=CC=C3C2=O
YBNXVKHEQXZPFB-XMMWENQYSA-M	CHEMBL1608948	GRIN3B	ion_channel	13.65	0.036456537311553	0.0	2		6	CC1CCC2(C(C1(C)CCC(=CC[N+]3=CN(C4=C3N=CN=C4N)C)C)CCC=C2C)C.[Cl-]
IGELAJYEOYKEOS-UHFFFAOYSA-N	CHEMBL1371789	GRIN3B	ion_channel	510.7	0.0360695245458573	0.0	2		16	COC1=CC2=C(C=C1)OC(=CC2=O)C3=CC=C(C=C3)O
SAZRPHSJWZLRBK-UHFFFAOYSA-N		GRIN3B	ion_channel	68.55	0.0356266698413787	0.0	3		0	CCOC(=O)C1=CN=C(N=C1NC2=CC=C(C=C2)N3CCN(CC3)C)SC.Cl
DLHRPFVERCOHRS-UHFFFAOYSA-N		GRIN3B	ion_channel	129.0	0.0355776652229339	0.0	3		0	COC1=CC=CC=C1N2C(=O)C3=C(C2=O)C(=CC=C3)N
KNMBHGSZDTURIO-UHFFFAOYSA-N		GRIN3B	ion_channel	243.0	0.0352305874152099	0.0	3		0	C=CCSC1=NC(=C2C3=C(CCCC3)SC2=N1)N
PMLKTYLRUUJIFE-UHFFFAOYSA-N		GRIN3B	ion_channel	14.89	0.0351185056061386	0.0	3		0	CC1=C(C(=C(C=C1)C)Cl)OCCCCN2C=CN=C2.Cl
ABJNOBGDZXNJBU-UHFFFAOYSA-N		GRIN3B	ion_channel	200.0	0.03389960619256	0.0	3		0	CCC(=O)N1CCN(CC1)C2=C(C=C(C=C2)Cl)N
YIZYIAPUGHBHEW-UHFFFAOYSA-N		GRIN3B	ion_channel	200.0	0.0299466245803259	0.0	3		0	C1=CC(=CN=C1)NC(=S)NC(=O)C2=CC=CO2
KOAZNFCSOAOVEQ-GHXNOFRVSA-N		GRM1	gpcr	75.7	0.0420468427560381	0.0	3		0	CC(=NNC1=CC=C(C=C1)Cl)C(=O)C
HPGKJCFDLAZRAQ-UHFFFAOYSA-N		GRM1	gpcr	2.74	0.0301814158406574	0.0	3		0	CCC(C)(C)C1=CC(=C(C=C1)OCCCC[N+]2=CC=CC=C2)C(C)(C)CC
DIXVUMFALGTULE-ALCCZGGFSA-N		GRM2	gpcr	9.27	0.0329820359760455	0.0	3		0	C1OC2=C(O1)C=C(C=C2)C=CC3=NC=CC4=C3NC5=CC=CC=C45
JAMQLJVXPNHYPI-UHFFFAOYSA-N		GRM2	gpcr	94.6	0.0323576545548375	0.0	3		0	CC1=C(C(C(=C(O1)N)C#N)C2=CC=CC=C2)C(=O)C
HLRFUTRZDZOVDA-UHFFFAOYSA-N	CHEMBL1722204	GRM2	gpcr	200.0	0.0312047543920233	0.0	2		2	CC1=CN=C(C=C1)NC(=O)C2=CC=CO2
PRAUVHZJPXOEIF-VGKQSNDQSA-N		GRM2	gpcr	73.48	0.0308266464306903	0.0	3		0	CC1CCC2(CCC3(C(=CCC4C3(CC(C5C4(CC(C(C5(C)CO)O)O)C)O)C)C2C1C)C)C(=O)O
QZESEGHSLFKZIV-UHFFFAOYSA-N	CHEMBL242172	GRM2	gpcr	928.26	0.0303458295601667	0.0	2		18	C1=CC=C2C(=C1)C(=O)C(=C(O2)C3=CC(=CC=C3)O)O
SDUQYLNIPVEERB-QPPQHZFASA-N	CHEMBL888	GRM2	gpcr	100.0	0.0302746444935014	0.0	2		118	C1=CN(C(=O)N=C1N)C2C(C(C(O2)CO)O)(F)F
DCOARUMNUITJLW-UHFFFAOYSA-N		GRM2	gpcr	49.47	0.0297292197391215	0.0	3		0	COC1=CC=C(C=C1)CCCNS(=O)(=O)C2=CC=C(C=C2)F
OPDBGPSIRGGXRM-UHFFFAOYSA-N		GRM2	gpcr	45.19	0.0295956069719488	0.0	3		0	CC1=CC(=C(C=C1)OCCSC2=NC=NC3=C2NC=N3)C(C)C
RTIXKCRFFJGDFG-UHFFFAOYSA-N	CHEMBL117	GRM2	gpcr	20.77	0.0294578772877416	0.0	2		168	C1=CC=C(C=C1)C2=CC(=O)C3=C(C=C(C=C3O2)O)O
UTERTIQWWDNHQO-UHFFFAOYSA-N		GRM2	gpcr	58.44	0.0280566789531841	0.0	3		0	CC1=C(C=C(C=C1)OC(C)C2=NC(=NO2)C3=CC=NC=C3)C
YGENAYHMYZWMEL-UHFFFAOYSA-N		GRM2	gpcr	45.46	0.0267897991183314	0.0	3		0	CCC1CCCCN1C(=O)CCCN2C(=O)C3=CC=CC=C3C2=O
SSGUXMZISLXZNI-UHFFFAOYSA-N		GRM2	gpcr	257.0	0.0267163804537753	0.0	3		0	C1CCC(CC1)C2=CC=C(C=C2)NC3=CC(=O)NC(=O)N3
RGQKUDZLVIUXJR-UHFFFAOYSA-N		GRM2	gpcr	49.47	0.0253153280019416	0.0	3		0	CCCC1=CC(=CS1)C(=O)N2CCN(CC2)CC3=CC=CC=C3
DOQVSAYUXANHAE-UHFFFAOYSA-N		GRM2	gpcr	49.47	0.0250070135152434	0.0	3		0	CC1=C(C=C(C=C1)C2=C(SC(=C2C(=O)N)NC(=O)C3=CN=CC=C3)C)C
PMLKTYLRUUJIFE-UHFFFAOYSA-N		GRM2	gpcr	14.89	0.0249832656481861	0.0	3		0	CC1=C(C(=C(C=C1)C)Cl)OCCCCN2C=CN=C2.Cl
ZYKGEGZDRIBZQX-UHFFFAOYSA-N	CHEMBL4086273	GRM2	gpcr	62.05	0.0244512463843863	0.0	2		1	COC1=CC=CC=C1C2=NN3C(=NN=C3S2)C4=CC=CC=N4
REBZZEDLLSTDTN-UHFFFAOYSA-N	CHEMBL5178104	GRM2	gpcr	4.0	0.0242732860614065	0.0	2		2	C1CCC(CC1)NC2=C(C=C(C=C2)S(=O)(=O)C(Cl)(Cl)Br)[N+](=O)[O-]
UQNGBKYOCBSSOA-UHFFFAOYSA-N		GRM2	gpcr	70.5	0.0241344544618962	0.0	3		0	CCOC1=CC(=O)OC2=C1C=CC(=C2)C
NJMMNVXTBADFAY-UHFFFAOYSA-N		GRM2	gpcr	49.47	0.0239400694687094	0.0	3		0	CC1=C(N=NN1C2=CC(=CC=C2)OC)C(=O)NC3=CC=C(C=C3)OC
DXKYCRWEFUUADQ-UHFFFAOYSA-N		GRM2	gpcr	2.64	0.0237359792067613	0.0	3		0	C1CCCN(CC1)CC(CN2C3=C(C=C(C=C3)Cl)C4=C2C=CC(=C4)Cl)O
XTDSQGZTUNWGHR-UHFFFAOYSA-N		GRM2	gpcr	49.47	0.0224868313329473	0.0	3		0	C1CN(CCN1CC2=CC=CC=C2Cl)C(=O)C3=CC=CC=C3Cl
YZXBAPSDXZZRGB-UHFFFAOYSA-N		GRM3	gpcr	100.0	0.0246276168902306	0.0	3		0	CCCCCC=CCC=CCC=CCC=CCCCC(=O)O
DLHRPFVERCOHRS-UHFFFAOYSA-N		GRM4	gpcr	129.0	0.0301145084504906	0.0	3		0	COC1=CC=CC=C1N2C(=O)C3=C(C2=O)C(=CC=C3)N
ORSCTFRUJZPQPU-YBEGLDIGSA-N		GRM5	gpcr	146.0	0.0228867238066422	0.0	3		0	CC1=C(C=CC(=C1)I)NN=C2C(=NN(C2=O)C(=S)N)C
QXIOSDBURWNOSL-UHFFFAOYSA-N	CHEMBL2440210	GRM5	gpcr	31.5	0.0224331177924106	0.0	2		1	CC1=CC(=C(C=C1)C)C2=CSC(=N2)N.Cl
DLHRPFVERCOHRS-UHFFFAOYSA-N		GRM6	gpcr	129.0	0.0342826112315628	0.0	3		0	COC1=CC=CC=C1N2C(=O)C3=C(C2=O)C(=CC=C3)N
DIXVUMFALGTULE-ALCCZGGFSA-N		GRM6	gpcr	9.27	0.0326372870079543	0.0	3		0	C1OC2=C(O1)C=C(C=C2)C=CC3=NC=CC4=C3NC5=CC=CC=C45
JAMQLJVXPNHYPI-UHFFFAOYSA-N		GRM6	gpcr	94.6	0.0319007059506742	0.0	3		0	CC1=C(C(C(=C(O1)N)C#N)C2=CC=CC=C2)C(=O)C
UQNGBKYOCBSSOA-UHFFFAOYSA-N		GRM6	gpcr	70.5	0.028267420784744	0.0	3		0	CCOC1=CC(=O)OC2=C1C=CC(=C2)C
SAZRPHSJWZLRBK-UHFFFAOYSA-N		GRM6	gpcr	68.55	0.0276206033447137	0.0	3		0	CCOC(=O)C1=CN=C(N=C1NC2=CC=C(C=C2)N3CCN(CC3)C)SC.Cl
MNWKVEIZMVREIO-VQHVLOKHSA-N		GRM6	gpcr	169.91	0.0266760354498428	0.0	3		0	CCN1C(=O)C(=CC2=CC=CC=N2)SC1=S
XHBZOAYMBBUURD-UHFFFAOYSA-N	CHEMBL241858	GRM6	gpcr	44.17	0.0261921600836833	0.0	2		26	COC1=CC=C(C=C1)CC(=O)C2=C(C=C(C=C2)O)O
HLRFUTRZDZOVDA-UHFFFAOYSA-N	CHEMBL1722204	GRM6	gpcr	200.0	0.0253646817160231	0.0	2		2	CC1=CN=C(C=C1)NC(=O)C2=CC=CO2
ZDAQNRVHEIUNRF-UHFFFAOYSA-N		GRM6	gpcr	47.81	0.0251244183625922	0.0	3		0	C1=CC=C2C(=C1)N=C(S2)C3=CC(=CC=C3)NC=C4C=C(C=CC4=O)Cl
RTIXKCRFFJGDFG-UHFFFAOYSA-N	CHEMBL117	GRM6	gpcr	20.77	0.0248726747335333	0.0	2		168	C1=CC=C(C=C1)C2=CC(=O)C3=C(C=C(C=C3O2)O)O
MCDJQHQCVHCWJZ-XNTDXEJSSA-N		GRM6	gpcr	22.18	0.024458560402464	0.0	3		0	C1=CC=C(C=C1)C=C2C(=O)N(C(=O)S2)CNC3=CC=C(C=C3)I
KNMBHGSZDTURIO-UHFFFAOYSA-N		GRM6	gpcr	243.0	0.0239784001545469	0.0	3		0	C=CCSC1=NC(=C2C3=C(CCCC3)SC2=N1)N
UUTPWWFKHYOFRA-OVCLIPMQSA-N		GRPR	gpcr	138.0	0.0442341882540019	0.0	3		0	CC1=CC2=C(C=C1)OC(CC2=NO)(C(F)(F)F)O
QDFJDWXCNLXZGJ-UHFFFAOYSA-N		GRPR	gpcr	191.0	0.04158578206331	0.0	3		0	CC(=O)N1C(CC(=N1)C2=CC=C(C=C2)OC)C3=C(C=CC(=C3)OC)OC
KKBMVSGBGAUGTR-UHFFFAOYSA-N	CHEMBL5497594	HCAR2	gpcr	62.6	0.0344503313253907	0.0	2		1	C1=CC=C(C=C1)CCNC(=O)COC2=C(C=C(C=C2)Cl)Cl
KKBMVSGBGAUGTR-UHFFFAOYSA-N	CHEMBL5497594	HCAR3	gpcr	62.6	0.0384058232578302	0.0	2		1	C1=CC=C(C=C1)CCNC(=O)COC2=C(C=C(C=C2)Cl)Cl
FZYOVNIOYYPUPY-AMSHPFMVSA-N		HCN2	ion_channel	24.3	0.0292645327481448	0.0	3		0	CC1C=CC=C(C(=O)NC2=C(C3=C(C(=C4C(=C3C(=O)C2=CNN5CCN(CC5)C)C(=O)C(O4)(OC=CC(C(C(C(C(C(C1O)C)O)C)OC(=O)C)C)OC)C)C)O)O)C
FNIJWCUPMHCILC-UHFFFAOYSA-N		HCN2	ion_channel	4.65	0.028585741484728	0.0	3		0	C1=CC=C2C(=C1)N=C(S2)C3=CC=C(C=C3)NC=C4C=C(C=C(C4=O)Br)Cl
UDUSRIUSQLXMIF-UHFFFAOYSA-N		HCN2	ion_channel	45.46	0.0250087586225091	0.0	3		0	CC1=C(C=C(C=C1)NC(=O)NC2=CC=CC=C2F)[N+](=O)[O-]
JJWBORSJJGVQCB-UHFFFAOYSA-N		HCN2	ion_channel	3.74	0.0236261621663367	0.0	3		0	C1=CC2=C(C=C1[N+](=O)[O-])N=C3C(=C(C(=O)C(=C3Cl)Cl)Cl)O2
FZYOVNIOYYPUPY-AMSHPFMVSA-N		HCN3	ion_channel	24.3	0.0308293847400472	0.0	3		0	CC1C=CC=C(C(=O)NC2=C(C3=C(C(=C4C(=C3C(=O)C2=CNN5CCN(CC5)C)C(=O)C(O4)(OC=CC(C(C(C(C(C(C1O)C)O)C)OC(=O)C)C)OC)C)C)O)O)C
FNIJWCUPMHCILC-UHFFFAOYSA-N		HCN3	ion_channel	4.65	0.0288389664557962	0.0	3		0	C1=CC=C2C(=C1)N=C(S2)C3=CC=C(C=C3)NC=C4C=C(C=C(C4=O)Br)Cl
UTERTIQWWDNHQO-UHFFFAOYSA-N		HCN3	ion_channel	58.44	0.0287846431953413	0.0	3		0	CC1=C(C=C(C=C1)OC(C)C2=NC(=NO2)C3=CC=NC=C3)C
OPDBGPSIRGGXRM-UHFFFAOYSA-N		HCN3	ion_channel	45.19	0.0276999489695274	0.0	3		0	CC1=CC(=C(C=C1)OCCSC2=NC=NC3=C2NC=N3)C(C)C
PRAUVHZJPXOEIF-VGKQSNDQSA-N		HCN3	ion_channel	73.48	0.0268254019375444	0.0	3		0	CC1CCC2(CCC3(C(=CCC4C3(CC(C5C4(CC(C(C5(C)CO)O)O)C)O)C)C2C1C)C)C(=O)O
DOQVSAYUXANHAE-UHFFFAOYSA-N		HCN3	ion_channel	49.47	0.0267377552461104	0.0	3		0	CC1=C(C=C(C=C1)C2=C(SC(=C2C(=O)N)NC(=O)C3=CN=CC=C3)C)C
YGENAYHMYZWMEL-UHFFFAOYSA-N		HCN3	ion_channel	45.46	0.026269474966687	0.0	3		0	CCC1CCCCN1C(=O)CCCN2C(=O)C3=CC=CC=C3C2=O
CSYSCLOUUBNKJL-UHFFFAOYSA-N		HCN3	ion_channel	21.6	0.026031711218419	0.0	3		0	CC1=C(N2C(=C(C=N2)C3=CC=CC=C3)N=C1C)NCC4=CN=CC=C4
XTDSQGZTUNWGHR-UHFFFAOYSA-N		HCN3	ion_channel	49.47	0.0250148520916245	0.0	3		0	C1CN(CCN1CC2=CC=CC=C2Cl)C(=O)C3=CC=CC=C3Cl
SDUQYLNIPVEERB-QPPQHZFASA-N	CHEMBL888	HCN3	ion_channel	100.0	0.0249869892727711	0.0	2		118	C1=CN(C(=O)N=C1N)C2C(C(C(O2)CO)O)(F)F
XFSHOUNLXGXSBL-UHFFFAOYSA-N		HCN3	ion_channel	71.43	0.0243091133586717	0.0	3		0	C1=CC(=CC(=C1)F)NC(=O)CSC2=CC=C(C=C2)F
BJVQZWFJSFBAGJ-UHFFFAOYSA-N		HCN3	ion_channel	49.47	0.0227591176700228	0.0	3		0	CC1=CC=C(S1)C(=O)N2CCN(CC2)CC3=CC(=CC=C3)Cl.Cl
JJWBORSJJGVQCB-UHFFFAOYSA-N		HCN3	ion_channel	3.74	0.0227258608167855	0.0	3		0	C1=CC2=C(C=C1[N+](=O)[O-])N=C3C(=C(C(=O)C(=C3Cl)Cl)Cl)O2
ORSCTFRUJZPQPU-YBEGLDIGSA-N		HCN4	ion_channel	146.0	0.033531028326272	0.0	3		0	CC1=C(C=CC(=C1)I)NN=C2C(=NN(C2=O)C(=S)N)C
UTERTIQWWDNHQO-UHFFFAOYSA-N		HCRTR1	gpcr	58.44	0.0168313595956402	0.0	3		0	CC1=C(C=C(C=C1)OC(C)C2=NC(=NO2)C3=CC=NC=C3)C
FXNFHKRTJBSTCS-UHFFFAOYSA-N	CHEMBL8260	HCRTR1	gpcr	25.65	0.0160168683184976	0.0	2		177	C1=CC=C(C=C1)C2=CC(=O)C3=C(C(=C(C=C3O2)O)O)O
KAVGACBICVLPER-UHFFFAOYSA-N		HCRTR1	gpcr	51.95	0.0158744885329621	0.0	3		0	CC1=C(C(=CC=C1)C)NC(=O)C2=CC=CC=C2SCC=C
AMVYIWDUIZXASU-UHFFFAOYSA-N		HCRTR1	gpcr	28.89	0.0154340746202144	0.0	3		0	CN1C2=C(C(=O)N(C1=O)CC3=CC(=CC=C3)Cl)N(C=N2)CC4=CC=CC=C4
KOAZNFCSOAOVEQ-GHXNOFRVSA-N		HRH1	gpcr	75.7	0.061587566819837	0.0	3		0	CC(=NNC1=CC=C(C=C1)Cl)C(=O)C
OYVFYPVPBFPXSU-UHFFFAOYSA-N		HRH1	gpcr	200.0	0.054637802970746	0.0	3		0	C1=CC(=O)C=CC1=C2NC3=C(O2)C=CC(=C3)N
OYNFLCCFMOIPDY-UHFFFAOYSA-N		HRH1	gpcr	9.09	0.048684282041726	0.0	3		0	CC1=NN(C(=C1S(=O)(=O)NC2=CC=C(C=C2)OC3=CC=C(C=C3)Cl)Cl)C
KPFCTSPVNYQSOW-UHFFFAOYSA-N		HRH1	gpcr	3.07	0.0473766782988134	0.0	3		0	C1=CC2=C(C=C1[N+](=O)[O-])C(=O)C3=C2C(=CC(=C3)[N+](=O)[O-])C#N
DLHRPFVERCOHRS-UHFFFAOYSA-N		HRH3	gpcr	129.0	0.0311776075227245	0.0	3		0	COC1=CC=CC=C1N2C(=O)C3=C(C2=O)C(=CC=C3)N
SAZRPHSJWZLRBK-UHFFFAOYSA-N		HRH3	gpcr	68.55	0.0300243741628793	0.0	3		0	CCOC(=O)C1=CN=C(N=C1NC2=CC=C(C=C2)N3CCN(CC3)C)SC.Cl
OPDBGPSIRGGXRM-UHFFFAOYSA-N		HRH3	gpcr	45.19	0.0289368560597358	0.0	3		0	CC1=CC(=C(C=C1)OCCSC2=NC=NC3=C2NC=N3)C(C)C
NINUDNFTMULJEE-UHFFFAOYSA-N		HRH3	gpcr	22.06	0.028377459113379	0.0	3		0	CCOC(=O)C1=CC=C(C=C1)NCC2=C(C=CC(=C2)Cl)O
JAMQLJVXPNHYPI-UHFFFAOYSA-N		HRH3	gpcr	94.6	0.0277454972852145	0.0	3		0	CC1=C(C(C(=C(O1)N)C#N)C2=CC=CC=C2)C(=O)C
KOAZNFCSOAOVEQ-GHXNOFRVSA-N		HRH4	gpcr	75.7	0.0665192992228971	0.0	3		0	CC(=NNC1=CC=C(C=C1)Cl)C(=O)C
QJDAORZUJBDJJF-DAXSKMNVSA-N		HRH4	gpcr	151.97	0.0651193816751659	0.0	3		0	C1=CSC(=C1)C(=O)C=C(C(F)(F)F)N
QZESEGHSLFKZIV-UHFFFAOYSA-N	CHEMBL242172	HTR1A	gpcr	928.26	0.0285192247259382	0.0	2		18	C1=CC=C2C(=C1)C(=O)C(=C(O2)C3=CC(=CC=C3)O)O
QGZNCHRJITZHFX-UHFFFAOYSA-N		HTR1A	gpcr	49.47	0.0283261320519987	0.0	3		0	CC1=CC=CC=C1N2CCN(CC2)C(=O)C(C)OC3=CC=C(C=C3)F
FLSGWAKDRPGHJD-LICLKQGHSA-N		HTR1A	gpcr	16.0	0.0266819010241475	0.0	3		0	CC1=CC(=C(C=C1)C)NCN2C(=O)C(=CC3=CC(=CC=C3)Br)SC2=O
